trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,key_resp.started,fixation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,
198,0,198,0,281.11248220000016,282.1128311000002,282.1128311000002,up,0,0.5048956000000544,None,-4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
199,0,199,0,282.64639290000014,283.6468052,283.6468052,up,1,0.3940956999995251,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
200,0,200,0,284.0636263000001,285.0639473000001,285.0639473000001,up,1,0.3093853999998828,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
201,0,201,0,285.3975210000003,286.3977536000002,286.3977536000002,up,0,0.3389384999995855,None,4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
202,0,202,0,286.7646021999999,287.7649660000002,287.7649660000002,up,0,0.26973199999974895,None,-2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
203,0,203,0,288.06572080000024,289.06549510000013,289.06549510000013,up,1,0.24581199999965975,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
204,0,204,0,289.3323688999999,290.33261200000015,290.33261200000015,up,1,0.3706795999996757,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
205,0,205,0,290.73285320000014,291.7331978000002,291.7331978000002,up,1,0.40791069999932006,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
206,0,206,0,292.1667282000003,293.1670925000003,293.1670925000003,up,0,0.3922185999995236,None,-2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
207,0,207,0,293.5838982,294.58426340000005,294.58426340000005,up,0,0.23916629999939687,None,-5,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
208,0,208,0,294.85099470000023,295.85132969999995,295.85132969999995,up,0,0.396370499999648,None,-4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
209,0,209,0,296.2682058999999,297.2686294,297.2686294,up,1,0.3633489999997437,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
210,0,210,0,297.65211480000016,298.6524994000001,298.6524994000001,down,0,1.9192325999997593,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
211,0,211,0,300.603196,301.60351850000006,301.60351850000006,up,1,0.820621200000005,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
212,0,212,0,302.45389090000026,303.4542902000003,303.4542902000003,down,0,0.21451879999949597,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
213,0,213,0,303.6876769999999,304.6879770999999,304.6879770999999,down,1,0.38512360000004264,None,4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
214,0,214,0,305.1049174,306.1052754000002,306.1052754000002,up,0,0.11968089999982112,None,-3,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
215,0,215,0,306.25539100000015,307.2556821000003,307.2556821000003,up,0,0.39756069999975807,None,-4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
216,0,216,0,307.6726146000001,308.6729279000001,308.6729279000001,down,1,0.27592669999967256,None,2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
217,0,217,0,308.97304010000016,309.97344950000024,309.97344950000024,up,1,0.7348240999995141,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
218,0,218,0,310.7405295000003,311.7407625999999,311.7407625999999,up,0,0.3750996999997369,None,-3,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
219,0,219,0,312.14090639999995,313.1412914000002,313.1412914000002,up,0,0.4429608999998891,None,-3,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
220,0,220,0,313.6081105000003,314.60850930000015,314.60850930000015,up,1,0.16654389999985142,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
221,0,221,0,314.79197950000025,315.79226100000005,315.79226100000005,up,1,0.3064002999994955,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
222,0,222,0,316.12587680000024,317.1262683,317.1262683,up,0,0.21436939999966853,None,2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
223,0,223,0,317.3595728,318.35995460000004,318.35995460000004,up,0,0.2899352999997973,None,-3,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
224,0,224,0,318.6768284,319.6772040000001,319.6772040000001,up,1,0.3284046999997372,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
225,0,225,0,320.02742820000003,321.0277573000003,321.0277573000003,up,1,0.33261709999987943,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
226,0,226,0,321.3778881000003,322.37809890000017,322.37809890000017,up,1,0.29264999999986685,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
227,0,227,0,322.6949480000003,323.6953231000002,323.6953231000002,up,1,0.43147030000000086,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
228,0,228,0,324.14556360000006,325.1457940999999,325.1457940999999,up,1,0.38015879999966273,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
229,0,229,0,325.5460100999999,326.5463986,326.5463986,up,1,0.27292589999933625,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
230,0,230,0,326.8464721999999,327.84681520000004,327.84681520000004,up,0,0.22689609999952154,None,2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
231,0,231,0,328.09695980000015,329.0974351,329.0974351,up,1,0.1830522999994173,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
232,0,232,0,329.29745090000006,330.2978226,330.2978226,up,1,0.02886119999948278,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
233,0,233,0,330.3478189000002,331.3482377,331.3482377,up,1,0.05456659999981639,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
234,0,234,0,331.43159330000026,332.43198140000004,332.43198140000004,up,0,0.2862769999996999,None,1,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
235,0,235,0,332.7488000000003,333.7491404000002,333.7491404000002,up,0,0.038683599999785656,None,-4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
236,0,236,0,333.8158671000001,334.81621780000023,334.81621780000023,up,1,0.17471679999971457,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
237,0,237,0,335.0163232,336.0166635999999,336.0166635999999,up,1,0.04873729999962961,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
238,0,238,0,336.0833488000003,337.0836773000001,337.0836773000001,up,0,0.33821869999974297,None,2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
239,0,239,0,337.45051749999993,338.4508799,338.4508799,up,1,0.5230516999995416,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
240,0,240,0,339.0011281000002,340.00145610000027,340.00145610000027,up,0,0.2900312999995549,None,1,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
241,0,241,0,340.3182952000002,341.31861800000024,341.31861800000024,up,0,0.3950479999994059,None,-1,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
242,0,242,0,341.73559079999995,342.73581390000027,342.73581390000027,up,1,0.39787599999999657,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
243,0,243,0,343.15269209999997,344.1530794999999,344.1530794999999,up,1,0.31304629999976896,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
244,0,244,0,344.48665660000006,345.4870387000001,345.4870387000001,up,0,0.2258942999997089,None,-4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
245,0,245,0,345.73703019999994,346.7373553000002,346.7373553000002,up,0,0.24480869999979404,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
246,0,246,0,347.00427450000007,348.0045468000003,348.0045468000003,up,0,0.27717879999954675,None,-4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
247,0,247,0,348.30468580000024,349.30498639999996,349.30498639999996,up,0,0.3342725999996219,None,1,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
248,0,248,0,349.6718341999999,350.67232319999994,350.67232319999994,up,0,0.3975345999997444,None,-2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
249,0,249,0,351.08905730000015,352.0893665000003,352.0893665000003,up,1,0.3353978999998617,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
250,0,250,0,352.45619780000015,353.45655940000006,353.45655940000006,up,0,0.24375289999989036,None,1,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
251,0,251,0,353.7234655000002,354.7237777,354.7237777,up,0,0.3410044999995989,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
252,0,252,0,355.0905766000001,356.09092450000026,356.09092450000026,up,1,0.6352237999999488,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
253,0,253,0,356.7579045000002,357.7582494000003,357.7582494000003,up,0,0.617176599999766,None,-3,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
254,0,254,0,358.4084117000002,359.4088974000001,359.4088974000001,up,0,0.4963990999995076,None,-5,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
255,0,255,0,359.9257931000002,360.9262093000002,360.9262093000002,up,0,0.5193814999997812,None,-4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
256,0,256,0,361.47629540000025,362.47666900000013,362.47666900000013,up,1,0.46142699999973047,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
257,0,257,0,362.9602825000002,363.9605735,363.9605735,up,0,0.35982049999984156,None,2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
258,0,258,0,364.34404300000006,365.3445264000002,365.3445264000002,up,0,0.345369199999368,None,-2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
259,0,259,0,365.71138550000023,366.71165710000014,366.71165710000014,up,1,0.5221364999997604,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
260,0,260,0,367.2618966,368.2623002,368.2623002,up,0,0.48237699999981487,None,-5,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
261,0,261,0,368.76253840000027,369.76284880000003,369.76284880000003,up,1,0.6223439999998845,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
262,0,262,0,370.4130580000001,371.41374640000004,371.41374640000004,up,0,1.2283297999997558,None,1,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
263,0,263,0,372.66406240000015,373.66425960000015,373.66425960000015,up,1,0.5495684999996229,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
264,0,264,0,374.2311666999999,375.2315438999999,375.2315438999999,up,0,0.5146326999997655,None,1,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
265,0,265,0,375.7650417,376.76543870000023,376.76543870000023,up,0,0.7085236999996596,None,-4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
266,0,266,0,377.4991460000001,378.4993783,378.4993783,up,1,0.3872778999993898,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
267,0,267,0,378.91634150000027,379.91670920000024,379.91670920000024,up,1,0.5132985999998709,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
268,0,268,0,380.4501608999999,381.4505171999999,381.4505171999999,up,1,0.4131070999997064,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
269,0,269,0,381.8840654999999,382.8844684999999,382.8844684999999,up,1,0.8350356999994801,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
270,0,270,0,383.7515555,384.7519198,384.7519198,up,0,3.796628299999611,None,-4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
271,0,271,0,388.5699204000002,389.57027340000013,389.57027340000013,up,0,0.392511299999569,None,3,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
272,0,272,0,389.9871597000001,390.9875384000002,390.9875384000002,up,0,0.3826888999997209,None,2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
273,0,273,0,391.38767039999993,392.3880647000001,392.3880647000001,up,0,0.33356199999980163,None,1,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
274,0,274,0,392.73815820000027,393.7385787000003,393.7385787000003,up,0,0.16291539999974702,None,-4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
275,0,275,0,393.92205360000025,394.92239960000006,394.92239960000006,up,1,0.17022899999983565,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
276,0,276,0,395.12239769999996,396.1227782000001,396.1227782000001,up,1,0.041399299999739014,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
277,0,277,0,396.18951319999996,397.18989550000015,397.18989550000015,up,0,0.07864269999981843,None,-3,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
278,0,278,0,397.28997660000005,398.2902675,398.2902675,up,0,0.3850750999995398,None,2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
279,0,279,0,398.7072296000001,399.7074269,399.7074269,up,1,0.21279619999995703,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
280,0,280,0,399.9409300000002,400.9415237000003,400.9415237000003,up,0,0.18367429999989326,None,-1,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
281,0,281,0,401.15812030000006,402.1585643000003,402.1585643000003,up,1,0.20226419999971768,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
282,0,282,0,402.3918902999999,403.3922872000003,403.3922872000003,up,1,0.10650009999972099,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
283,0,283,0,403.5256038000002,404.52598560000024,404.52598560000024,up,1,0.1759127999998782,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
284,0,284,0,404.7260789000002,405.7264332,405.7264332,up,0,0.18622729999970034,None,-3,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
285,0,285,0,405.94335290000026,406.9435271000002,406.9435271000002,up,1,0.22340609999946537,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
286,0,286,0,407.1936845,408.1940442,408.1940442,up,0,0.06895339999982752,None,4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
287,0,287,0,408.29411530000016,409.2944837,409.2944837,down,1,0.40505459999940285,None,-1,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
288,0,288,0,409.72799940000004,410.7283812999999,410.7283812999999,up,1,0.28965919999973266,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
289,0,289,0,411.0451869000003,412.04558270000007,412.04558270000007,down,0,0.3822712000001047,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
290,0,290,0,412.4456862000002,413.4461022999999,413.4461022999999,down,0,0.17950909999944997,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
291,0,291,0,413.6461844999999,414.64649610000015,414.64649610000015,down,1,0.8791440999993938,None,-2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
292,0,292,0,415.5468288000002,416.54724410000017,416.54724410000017,down,1,0.3796657999996569,None,-1,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
293,0,293,0,416.9473954,417.94784040000013,417.94784040000013,down,0,0.6713949999998476,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
294,0,294,0,418.64803500000016,419.64849700000013,419.64849700000013,up,0,0.3726784000000407,None,2,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
295,0,295,0,420.0485870000002,421.0490242999999,421.0490242999999,down,0,0.15704090000008364,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
296,0,296,0,421.23249480000004,422.2334814999999,422.2334814999999,down,1,0.4219609999995555,None,4,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
297,0,297,0,422.68302070000027,423.6833867,423.6833867,down,1,0.5689313999996557,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
298,0,298,0,424.2709583000001,425.2671924000001,425.2838778,down,1,0.4990767999993295,None,-3,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
299,0,299,0,425.7841343,426.7844677000003,426.7844677000003,down,0,0.34582060000002457,None,0,524505,001,2023-09-14_16h20.31.484,Tutorial 2,2023.1.3,59.978072016931435,
